OBJECTID,the_geom,Fac_Type,Field_Office,State_Name,County,City,Fac_Name,Fac_Use,Elevation,Sectional_,Fuel_Types,Atc_Tower,Unicom,Ctaf,Landing_Fee,Wind_Indic
4466,POINT (-81.75166666725264 32.391944443994085),HELIPORT,NONE,GEORGIA,BULLOCH,STATESBORO,AIR EVAC 95,PR,200,ATLANTA,,N,,,,Y
4467,POINT (-81.75538944389352 32.32851888916196),AIRPORT,ATL,GEORGIA,BULLOCH,STATESBORO,SOUTHERN AG AVIATION,PR,180,ATLANTA,,N,,,,Y
4468,POINT (-81.43255555609989 30.92699999967615),AIRPORT,ATL,GEORGIA,CAMDEN,ST MARY'S,HIGH POINT,PR,28,JACKSONVILLE,,N,,122.9,,
4469,POINT (-84.15694444378536 33.52749999974702),AIRPORT,ATL,GEORGIA,HENRY,STOCKBRIDGE,GRANT,PR,790,ATLANTA,,N,,,N,N
4470,POINT (-84.22815833313673 33.513644444049405),HELIPORT,ATL,GEORGIA,HENRY,STOCKBRIDGE,PIEDMONT HENRY HOSPITAL,PR,809,ATLANTA,,N,,,,
4471,POINT (-84.17905555642574 33.535555555879334),AIRPORT,ATL,GEORGIA,HENRY,STOCKBRIDGE,BERRY HILL,PR,770,ATLANTA,100LL,N,122.8,,N,Y
4472,POINT (-84.14083333343784 33.81305555596092),HELIPORT,ATL,GEORGIA,DE KALB,STONE MOUNTAIN,STONE MOUNTAIN PARK SKYLIFT,PR,950,ATLANTA,,N,,,,Y
4473,POINT (-84.1506861111696 33.81930833336888),HELIPORT,ATL,GEORGIA,DE KALB,STONE MOUNTAIN,STONE MOUNTAIN PARK PUBLIC SAFETY,PR,895,ATLANTA,,N,,,,Y
4474,POINT (-81.39105972219801 31.1519663887853),AIRPORT,ATL,GEORGIA,GLYNN,ST SIMONS ISLAND,ST SIMONS ISLAND,PU,18.89999962,JACKSONVILLE,100LLA    A+,N,123.05,123.05,N,Y
4475,POINT (-84.12805555580103 33.82083333321841),HELIPORT,ATL,GEORGIA,GWINNETT,STONE MOUNTAIN,WILLIAMS,PR,990,ATLANTA,,N,,,,Y
4476,POINT (-84.01269111055892 34.698145556103405),AIRPORT,ATL,GEORGIA,UNION,SUCHES,HIGH VALLEY AIRPARK,PR,2800,ATLANTA,,N,,,,Y
4477,POINT (-85.38388888924318 34.57833333294902),AIRPORT,ATL,GEORGIA,CHATTOOGA,SUMMERVILLE,WYATT,PR,720,ATLANTA,,N,122.8,,,Y
4478,POINT (-84.26666666684766 33.33138888887642),AIRPORT,ATL,GEORGIA,SPALDING,SUNNYSIDE,PECAN PATCH AIRSTRIP,PR,860,ATLANTA,MOGAS,N,,,,Y
4479,POINT (-82.36994444421278 32.60913888876968),AIRPORT,ATL,GEORGIA,EMANUEL,SWAINSBORO,EAST GEORGIA REGIONAL,PU,327.20001221,ATLANTA,100LLA    A+,N,122.975,122.975,N,Y
4480,POINT (-82.34802777820384 32.592877778067304),HELIPORT,ATL,GEORGIA,EMANUEL,SWAINSBORO,EMANUEL COUNTY HOSPITAL,PR,328,ATLANTA,,N,,,,Y
4481,POINT (-81.59661166675812 32.64552277774833),AIRPORT,ATL,GEORGIA,SCREVEN,SYLVANIA,PLANTATION AIRPARK,PU,190.30000305,ATLANTA,100LL,N,122.8,122.8,N,Y
4482,POINT (-81.613055556206 32.744722221799556),AIRPORT,ATL,GEORGIA,SCREVEN,SYLVANIA,LANDINGS EAST SYLVANIA,PR,155,ATLANTA,,N,,,,Y
4483,POINT (-81.67205444358143 32.75099944363799),HELIPORT,ATL,GEORGIA,SCREVEN,SYLVANIA,SCREVEN EMS,PR,250,ATLANTA,,N,,,,
4484,POINT (-83.75489666687706 31.366571944107378),AIRPORT,ATL,GEORGIA,WORTH,SYLVESTER,OAK RIDGE PLANTATION,PR,350,JACKSONVILLE,,N,122.8,,,Y
4485,POINT (-83.89403638885767 31.557154721949594),AIRPORT,ATL,GEORGIA,WORTH,SYLVESTER,SYLVESTER,PU,403,JACKSONVILLE,,N,122.8,122.8,N,Y
4486,POINT (-84.35694444415678 32.728333333197234),AIRPORT,ATL,GEORGIA,TALBOT,TALBOTTON,PRATTSBURG,PR,554,ATLANTA,,N,,,N,Y
4487,POINT (-83.73100499991875 34.172328332982794),AIRPORT,ATL,GEORGIA,JACKSON,TALMO,AIKEN FIELD,PR,1020,ATLANTA,,N,,,,Y
4488,POINT (-85.06077916655502 33.77010583305669),AIRPORT,ATL,GEORGIA,HARALSON,TEMPLE,AYRESOUTH,PR,1287,ATLANTA,,N,,,,Y
4489,POINT (-84.74160527843529 34.98063222211062),AIRPORT,ATL,GEORGIA,MURRAY,TENNGA,ROSTEX,PR,887,ATLANTA,,N,,,N,Y
4490,POINT (-84.26408619421026 32.95500255567408),AIRPORT,ATL,GEORGIA,UPSON,THOMASTON,THOMASTON-UPSON COUNTY,PU,797.70001221,ATLANTA,100LLA+,N,122.8,122.8,N,Y
4491,POINT (-83.88144444390704 30.901472222273426),AIRPORT,ATL,GEORGIA,THOMAS,THOMASVILLE,THOMASVILLE RGNL,PU,263.6000061,JACKSONVILLE,100LLA    A+,N,123.075,123.075,N,Y
4492,POINT (-82.51694444379406 33.529722221846875),AIRPORT,ATL,GEORGIA,MC DUFFIE,THOMSON,THOMSON-MCDUFFIE COUNTY,PU,500.8999939,ATLANTA,100LLA,N,122.8,122.8,N,Y
4493,POINT (-83.48922222218417 31.42955555625661),AIRPORT,ATL,GEORGIA,TIFT,TIFTON,HENRY TIFT MYERS,PU,354.6000061,JACKSONVILLE,100LLA+,N,122.7,122.7,N,Y
4494,POINT (-83.47861111094404 31.436111110874613),HELIPORT,NONE,GEORGIA,TIFT,TIFTON,AIR EVAC BASE 142,PR,347,JACKSONVILLE,,N,,,,Y
4495,POINT (-83.29637166702065 34.592811666899344),AIRPORT,ATL,GEORGIA,STEPHENS,TOCCOA,TOCCOA RG LETOURNEAU FIELD,PU,996,ATLANTA,100LLA+,N,122.8,122.8,N,Y
4496,POINT (-85.46040555617458 34.902802777798044),AIRPORT,ATL,GEORGIA,DADE,TRENTON,LOOKOUT MOUNTAIN,PR,646,ATLANTA,,N,,,,Y
4497,POINT (-85.45372500010393 34.78555000013455),HELIPORT,ATL,GEORGIA,DADE,TRENTON,STAKELY,PR,1940,ATLANTA,,N,,,,
4498,POINT (-85.06105972209636 34.86785555571852),AIRPORT,ATL,GEORGIA,CATOOSA,TUNNEL HILL,FLYING G RANCH,PR,845,ATLANTA,,N,,,,
4499,POINT (-84.60048611064128 33.50805555600203),AIRPORT,ATL,GEORGIA,FAYETTE,TYRONE,SMITH FIELD,PR,920,ATLANTA,,N,,,N,
4500,POINT (-83.78712222211844 32.262938055652526),AIRPORT,ATL,GEORGIA,DOOLY,UNADILLA,SNOW HILL AIRSTRIP,PR,465,ATLANTA,,N,,,,Y
4501,POINT (-84.54909694366582 33.60094416714746),HELIPORT,ATL,GEORGIA,FULTON,UNION CITY,STONEWALL,PR,1020,ATLANTA,,N,,,N,N
4502,POINT (-83.27621944404503 30.78137222210826),AIRPORT,ATL,GEORGIA,LOWNDES,VALDOSTA,VALDOSTA RGNL,PU,203.19999695,JACKSONVILLE,100LLA1+,Y,122.95,120.9,N,Y
4503,POINT (-83.285666666562 30.861999999881743),HELIPORT,NONE,GEORGIA,LOWNDES,VALDOSTA,S.G.M.C.,PR,215,JACKSONVILLE,,N,,,,Y
4504,POINT (-83.41599027832682 30.887141111204475),AIRPORT,ATL,GEORGIA,BROOKS,VALDOSTA,PASO FINO FARM,PR,200,JACKSONVILLE,,N,,,,Y
4505,POINT (-83.23416666724341 30.95083333262673),AIRPORT,ATL,GEORGIA,LOWNDES,VALDOSTA,MALLORY FIELD,PR,202,JACKSONVILLE,,N,,,,N
4506,POINT (-83.20194444385342 30.778888889177342),AIRPORT,ATL,GEORGIA,LOWNDES,VALDOSTA,MCCLELLAN,PR,229,JACKSONVILLE,,N,,,,Y
4507,POINT (-83.19296388894003 30.968700000339666),AIRPORT,ATL,GEORGIA,LOWNDES,VALDOSTA,MOODY AFB,PR,233.19999695,JACKSONVILLE,,Y,,128.45,,Y
4508,POINT (-84.41075805628624 33.27678416673876),AIRPORT,ATL,GEORGIA,SPALDING,VAUGHN,BROOK BRIDGE AERODROME,PR,820,ATLANTA,,N,,,N,Y
4509,POINT (-82.37116666683552 32.192722222106624),AIRPORT,ATL,GEORGIA,TOOMBS,VIDALIA,VIDALIA RGNL,PU,274.29998779,ATLANTA,100LLA+,N,122.8,122.8,N,Y
4510,POINT (-84.88506250040244 33.75655555632392),AIRPORT,ATL,GEORGIA,DOUGLAS,VILLA RICA,EARL L SMALL JR  FIELD/STOCKMAR,PR,1110,ATLANTA,100LL,N,,,N,Y
4511,POINT (-84.93883000021174 33.63705388872716),AIRPORT,ATL,GEORGIA,CARROLL,VILLA RICA,DIAMOND R RANCH,PR,1213,ATLANTA,,N,,,N,N
4512,POINT (-84.9151138892128 33.744500000264665),HELIPORT,ATL,GEORGIA,CARROLL,VILLA RICA,TANNER MEDICAL CENTER/VILLA RICA,PR,1114,ATLANTA,,N,,,,Y
4513,POINT (-84.90493999969955 33.640942778013496),AIRPORT,ATL,GEORGIA,CARROLL,VILLA RICA,LUCKY LAIRDS LANDING,PR,1130,ATLANTA,,N,,,,
4514,POINT (-82.38526583301761 32.80876805614583),AIRPORT,ATL,GEORGIA,EMANUEL,WADLEY,PACES SOUTH FARMS,PR,275,ATLANTA,,N,,,,Y
4515,POINT (-84.69644444393835 32.938499999997106),AIRPORT,ATL,GEORGIA,MERIWETHER,WARM SPRINGS,ROOSEVELT MEMORIAL,PU,882.40002441,ATLANTA,100LL,N,,122.9,N,Y
4516,POINT (-83.67674999967612 32.560638889150496),AIRPORT,ATL,GEORGIA,HOUSTON,WARNER ROBINS,WARNER ROBINS AIR PARK,PU,409,ATLANTA,,N,,122.9,N,Y
4517,POINT (-83.59192083334857 32.640170832807875),AIRPORT,ATL,GEORGIA,HOUSTON,WARNER ROBINS,ROBINS AFB,PR,,ATLANTA,,N,,,,Y
4518,POINT (-82.81583333344761 33.779416666805176),AIRPORT,ATL,GEORGIA,WILKES,WASHINGTON,WASHINGTON-WILKES COUNTY,PU,645.70001221,ATLANTA,100LLA,N,122.7,122.7,N,Y
4519,POINT (-82.65445000001716 33.6461666666705),HELIPORT,ATL,GEORGIA,WILKES,WASHINGTON,LINSCOTT,PR,532,ATLANTA,,N,,,,Y
4520,POINT (-84.7180555560882 32.714444443883195),AIRPORT,ATL,GEORGIA,HARRIS,WAVERLY HALL,WAVERLY LANDING,PR,675,ATLANTA,,N,,,,N
4521,POINT (-82.39538888866555 31.248388889224262),AIRPORT,ATL,GEORGIA,WARE,WAYCROSS,WAYCROSS-WARE COUNTY,PU,141.30000305,JACKSONVILLE,100LLA+,N,122.8,122.8,N,Y
4522,POINT (-82.34761111082899 31.22420000031631),HELIPORT,ATL,GEORGIA,WARE,WAYCROSS,MEMORIAL SATILLA HEALTH,PR,40,JACKSONVILLE,,N,,,,
4523,POINT (-82.27345749998172 31.18522083329661),AIRPORT,ATL,GEORGIA,WARE,WAYCROSS,BIVINS,PR,134,JACKSONVILLE,,N,,,N,N
4524,POINT (-82.00277777817132 33.04127777812859),AIRPORT,ATL,GEORGIA,BURKE,WAYNESBORO,BURKE COUNTY,PU,308.3999939,ATLANTA,,N,,122.9,N,Y
4525,POINT (-81.74446111057713 33.125433332706656),HELIPORT,ATL,GEORGIA,BURKE,WAYNESBORO,VOGTLE ELECTRIC GENERATING PLANT,PR,130,CINCINNATI,,N,,,,
4526,POINT (-82.01336111080789 33.08331388900019),HELIPORT,ATL,GEORGIA,BURKE,WAYNESBORO,BURKE COUNTY HOSPITAL,PR,264,ATLANTA,,N,,,,Y
4527,POINT (-81.76833333260278 33.16249999987191),AIRPORT,ATL,GEORGIA,BURKE,WAYNESBORO,RHODES AIR RANCH,PR,195,ATLANTA,,N,,,,
4528,POINT (-81.99527777800019 33.221111110669206),AIRPORT,ATL,GEORGIA,BURKE,WAYNESBORO,SANDY HILL,PR,310,ATLANTA,,N,,,,Y
4529,POINT (-84.898333332756 33.57055555586933),AIRPORT,ATL,GEORGIA,CARROLL,WHITESBURG,ERLEN,PR,1044,ATLANTA,,N,,,N,Y
4530,POINT (-84.90688416687512 33.578166389249546),AIRPORT,ATL,GEORGIA,DOUGLAS,WHITESBURG,KOLIBRI,PR,1100,ATLANTA,,N,,,,
4531,POINT (-84.90966194368488 33.573166388907374),AIRPORT,ATL,GEORGIA,CARROLL,WHITESBURG,LYONS LANDING,PR,1080,ATLANTA,,N,,,,Y
4532,POINT (-84.89777777775335 33.57055555586933),AIRPORT,ATL,GEORGIA,CARROLL,WHITESBURG,SMISSON FIELD,PR,1044,ATLANTA,,N,,,,Y
4533,POINT (-84.94299527797843 33.45594694421257),AIRPORT,ATL,GEORGIA,CARROLL,WHITESBURG,MCINTOSH FIELD,PR,771,ATLANTA,,N,,,,Y
4534,POINT (-84.37159027830837 33.18345305617107),AIRPORT,ATL,GEORGIA,PIKE,WILLIAMSON,PEACH STATE AERODROME,PU,926,ATLANTA,100LL,N,122.725,122.725,N,Y
4535,POINT (-84.36520083298366 33.16012083302187),AIRPORT,ATL,GEORGIA,PIKE,WILLIAMSON,EAGLES LANDING,PR,980,ATLANTA,,N,,,N,Y
4536,POINT (-84.3680555558874 33.18583333318975),AIRPORT,ATL,GEORGIA,PIKE,WILLIAMSON,3-M'S,PR,890,ATLANTA,,N,,,,Y
4537,POINT (-83.66721666735094 33.9826897220658),AIRPORT,ATL,GEORGIA,BARROW,WINDER,BARROW COUNTY,PU,934.29998779,ATLANTA,100LLA+,N,123,123,N,Y
4538,POINT (-83.7084055559034 34.008230556272224),HELIPORT,ATL,GEORGIA,BARROW,WINDER,BARROW MEDICAL CENTER,PR,948,ATLANTA,,N,,,,
4539,POINT (-84.5438888889409 32.844444443691934),AIRPORT,ATL,GEORGIA,TALBOT,WOODLAND,C & W AIR PARK,PR,1306,ATLANTA,,N,,,,
4540,POINT (-84.53777777762383 32.83277777784502),AIRPORT,ATL,GEORGIA,TALBOT,WOODLAND,RAINBOW FIELD,PR,780,ATLANTA,,N,,,,
4541,POINT (-84.44853972210261 34.10593138921744),AIRPORT,ATL,GEORGIA,CHEROKEE,WOODSTOCK,AIR ACRES,PR,918,ATLANTA,,N,,,N,Y
4542,POINT (-84.40077777797127 33.332861111300716),AIRPORT,ATL,GEORGIA,FAYETTE,WOOLSEY,RUST AIRSTRIP,PR,810,ATLANTA,,N,,122.9,N,
4543,POINT (-82.38450000037328 33.222777778105254),AIRPORT,ATL,GEORGIA,JEFFERSON,WRENS,WRENS MEMORIAL,PU,450,ATLANTA,,N,122.7,122.7,N,Y
4544,POINT (-82.77111111126959 32.674444444049875),AIRPORT,ATL,GEORGIA,JOHNSON,WRIGHTSVILLE,THE FARM,PR,375,ATLANTA,,N,,,,
4545,POINT (-84.37742277803842 33.133455555651715),AIRPORT,ATL,GEORGIA,PIKE,ZEBULON,VINTAGE FLD,PR,873,ATLANTA,,N,,,N,Y
4546,POINT (-84.35195277831245 33.06895277797885),AIRPORT,ATL,GEORGIA,PIKE,ZEBULON,RIDGEVIEW FARM,PR,854,ATLANTA,,N,,,N,Y
4547,POINT (-84.34242111056552 33.05706972177845),AIRPORT,ATL,GEORGIA,PIKE,ZEBULON,BROWN FIELD,PR,864,ATLANTA,,N,,,N,Y
4548,POINT (-81.92916666711065 33.2091666668282),AIRPORT,ATL,GEORGIA,BURKE,WAYNESBORO,VANGUARD LANDING,PR,235,ATLANTA,,N,,,,
4549,POINT (144.7971271107716 13.483950666758503),AIRPORT,HNL,GUAM,GUAM,GUAM,GUAM INTL,PU,304.5,GNC 7,100LLA1,Y,,,Y,Y
4550,POINT (144.80499999982052 13.498055555728454),HELIPORT,HNL,GUAM,GUAM,AGANA GUAM,BIG EYE,PR,80,GNC 7,100  A1,N,,,N,N
4551,POINT (144.81214283342797 13.475862999811461),HELIPORT,NONE,GUAM,GUAM,GUAM,BARRIGADA READINESS CENTER,PR,311.3999939,,,N,,,,Y
4552,POINT (144.9300569435848 13.583884167048085),AIRPORT,HNL,GUAM,GUAM,YIGO,ANDERSEN AFB,PR,618,GNC 7,,Y,,,N,Y
4553,POINT (-166.2846333332177 23.864049999860107),AIRPORT,HNL,HAWAII,HAWAII,TERN ISLAND,FRENCH FRIGATE SHOALS,PR,6,HAWAIIAN ISLANDS,,N,,,,
4554,POINT (-156.01443788897947 20.795637167163292),AIRPORT,HNL,HAWAII,MAUI,HANA,HANA,PU,77.5,HAWAIIAN ISLANDS,,N,,122.9,N,Y
4555,POINT (-159.44553388913363 22.209190000252136),AIRPORT,HNL,HAWAII,KAUAI,HANALEI,PRINCEVILLE,PR,344,HAWAIIAN ISLANDS,,N,,,Y,N
4556,POINT (-159.38970277765702 22.041278333239735),AIRPORT,HNL,HAWAII,KAUAI,HANAMAULU,HANAMAULU AIRSTRIP,PR,404,HAWAIIAN ISLANDS,,N,,,N,N
4557,POINT (-159.60316666731964 21.896944444233327),AIRPORT,HNL,HAWAII,KAUAI,HANAPEPE,PORT ALLEN,PU,24,HAWAIIAN ISLANDS,,N,,122.9,N,Y
4558,POINT (-155.8599444442337 20.265194444333286),AIRPORT,HNL,HAWAII,HAWAII,HAWI,UPOLU,PU,96,HAWAIIAN ISLANDS,,N,,122.9,N,Y
4559,POINT (-155.0484701385548 19.72026300007163),AIRPORT,HNL,HAWAII,HAWAII,HILO,HILO INTL,PU,37.59999847,HAWAIIAN ISLANDS,100LLA,Y,,118.1,N,Y
4560,POINT (-155.11436388858658 19.718480556351455),HELIPORT,HNL,HAWAII,HAWAII,HILO,HILO MEDICAL CENTER,PR,487,HAWAIIAN ISLANDS,,N,,,,Y
4561,POINT (-155.50222222222 20.083603333379514),AIRPORT,HNL,HAWAII,HAWAII,HONOKAA,HONOKAA AIRSTRIP,PR,1440,HAWAIIAN ISLANDS,,N,,,N,N
4562,POINT (-157.92026272242202 21.31782749964713),AIRPORT,HNL,HAWAII,HONOLULU,HONOLULU,DANIEL K INOUYE INTL,PU,12.89999962,HAWAIIAN ISLANDS,100  A    A1+  B,Y,,,N,Y
4563,POINT (-157.96472222241374 21.39083333315616),HELIPORT,HNL,HAWAII,HONOLULU,HONOLULU,HECO-WAIAU,PR,6,HAWAIIAN ISLANDS,,N,,,,
4564,POINT (-157.85669999994118 21.321116666757934),HELIPORT,HNL,HAWAII,HONOLULU,HONOLULU,KUAKINI MEDICAL CENTER,PR,175,HAWAIIAN ISLANDS,,N,,,N,Y
4565,POINT (-157.8536250002483 21.30817500023468),HELIPORT,HNL,HAWAII,HONOLULU,HONOLULU,THE QUEEN'S MEDICAL CENTER,PR,102,HAWAIIAN ISLANDS,,N,,,N,Y
4566,POINT (-157.89900277788638 21.364158332701667),HELIPORT,HNL,HAWAII,HONOLULU,HONOLULU,MOANALUA MEDICAL CENTER,PR,18,HAWAIIAN ISLANDS,,N,,,,Y
4567,POINT (-157.9469694435794 21.675151388709313),HELIPORT,HNL,HAWAII,HONOLULU,KAHUKU,KAHUKU FIRE & POLICE STATION,PR,11,HAWAIIAN ISLANDS,,N,,,,Y
4568,POINT (-158.00557916729903 21.704870000326572),HELIPORT,HNL,HAWAII,HAWAII,KAHUKU,TURTLE BAY RESORT,PR,13,HAWAIIAN ISLANDS,,N,,,,Y
4569,POINT (-156.43045444430132 20.898653055610854),AIRPORT,HNL,HAWAII,MAUI,KAHULUI,KAHULUI,PU,53.29999924,HAWAIIAN ISLANDS,100  A,Y,122.95,118.7,N,Y
4570,POINT (-156.04563138865552 19.73876583279334),AIRPORT,HNL,HAWAII,HAWAII,KAILUA/KONA,ELLISON ONIZUKA KONA INTL AT KEAHOLE,PU,47.09999847,HAWAIIAN ISLANDS,100  A,Y,,120.3,N,Y
4571,POINT (-156.97359722162753 21.21104027772206),AIRPORT,HNL,HAWAII,KALAWAO,KALAUPAPA,KALAUPAPA,PU,23.89999962,HAWAIIAN ISLANDS,,N,,122.9,N,Y
4572,POINT (-155.66810722194833 20.001326944143642),AIRPORT,HNL,HAWAII,HAWAII,KAMUELA,WAIMEA-KOHALA,PU,2671.10009766,HAWAIIAN ISLANDS,,N,,122.9,N,Y
4573,POINT (-155.66346944381692 20.02173888890828),HELIPORT,HNL,HAWAII,HAWAII,KAMUELA,LUCY HENRIQUES MEDICAL CENTER,PR,2707,HAWAIIAN ISLANDS,,N,,,,Y
4574,POINT (-157.76794861121675 21.450455556401103),AIRPORT,HNL,HAWAII,HONOLULU,KANEOHE,KANEOHE BAY MCAS (MARION E CARL FIELD),PR,23,HAWAIIAN ISLANDS,,Y,,120.7,,
4575,POINT (-158.0703016669139 21.3073538886361),AIRPORT,HNL,HAWAII,HONOLULU,KAPOLEI,KALAELOA (JOHN RODGERS FIELD),PU,30,HAWAIIAN ISLANDS,100LLA    A1,Y,,132.6,,Y
4576,POINT (-157.09625611094418 21.15288583291286),AIRPORT,HNL,HAWAII,MAUI,KAUNAKAKAI,MOLOKAI,PU,453.8999939,HAWAIIAN ISLANDS,,Y,,125.7,N,Y
4577,POINT (-157.25857250020576 21.147931666715756),AIRPORT,HNL,HAWAII,MAUI,KAUNAKAKAI,PANDA,PR,250,HAWAIIAN ISLANDS,,N,122.8,,N,Y
4578,POINT (-156.97361111137846 21.082777777655377),HELIPORT,HNL,HAWAII,MAUI,KAUNAKAKAI,KAWELA FARM,PR,450,HAWAIIAN ISLANDS,100LL,N,,,,Y
4579,POINT (-156.73444444424518 21.137000000226433),AIRPORT,HNL,HAWAII,MAUI,KAUNAKAKAI,BRANDT FIELD,PR,685,HAWAIIAN ISLANDS,,N,,,,
4580,POINT (-159.7850627778364 22.022770277693283),AIRPORT,HNL,HAWAII,KAUAI,"KEKAHA,KAUAI",BARKING SANDS PMRF,PR,18,HAWAIIAN ISLANDS,,Y,122.8,,,
4581,POINT (-156.67303166692037 20.96293638937929),AIRPORT,HNL,HAWAII,MAUI,LAHAINA,KAPALUA,PR,255.80000305,HAWAIIAN ISLANDS,,N,122.7,122.7,,Y
4582,POINT (-156.6927383327016 20.911827222236255),HELIPORT,HNL,HAWAII,MAUI,LAHAINA,HYATT REGENCY MAUI HOTEL,PR,102,HAWAIIAN ISLANDS,,N,,,N,Y
4583,POINT (-156.9514180562145 20.785611110952637),AIRPORT,HNL,HAWAII,MAUI,LANAI CITY,LANAI,PU,1308.09997559,HAWAIIAN ISLANDS,A,N,,122.9,N,Y
4584,POINT (-156.91304166705245 20.745933332849443),HELIPORT,NONE,HAWAII,MAUI,LANAI,MANELE,PR,475,HAWAIIAN ISLANDS,,N,,,,
4585,POINT (-159.33895772160486 21.975982860595042),AIRPORT,HNL,HAWAII,KAUAI,LIHUE,LIHUE,PU,152.5,HAWAIIAN ISLANDS,100  A,Y,,118.9,N,Y
4586,POINT (-158.19728138896684 21.57947361120509),AIRPORT,HNL,HAWAII,HONOLULU,MOKULEIA,DILLINGHAM AIRFIELD,PU,14.19999981,HAWAIIAN ISLANDS,100  A,N,123,123,N,Y
4587,POINT (-155.10833833281714 19.54752611096087),AIRPORT,HNL,HAWAII,HAWAII,MOUNTAIN VIEW,MOUNTAIN VIEW AIRSTRIP,PR,1500,HAWAIIAN ISLANDS,,N,,,N,N
4588,POINT (-155.5780502783838 19.1228244439562),AIRPORT,HNL,HAWAII,HAWAII,NAALEHU,KAALAIKI AIRSTRIP,PR,1964,HAWAIIAN ISLANDS,,N,,,N,N
4589,POINT (-155.38805694433887 20.028328332640516),AIRPORT,HNL,HAWAII,HAWAII,PAAUILO,UPPER PAAUILO AIRSTRIP,PR,1520,HAWAIIAN ISLANDS,,N,,,N,Y
4590,POINT (-155.46860666690858 19.216152499728103),AIRPORT,HNL,HAWAII,HAWAII,PAHALA,PAHALA AIRSTRIP,PR,1195,HAWAIIAN ISLANDS,,N,,,N,N
4591,POINT (-157.95072222215413 21.362027778064633),HELIPORT,HNL,HAWAII,HONOLULU,PEARL HARBOR,K3 HELIPAD,PR,9,GNC 7,,N,,,,
4592,POINT (-155.55376619407176 19.760013389377796),AIRPORT,HNL,HAWAII,HAWAII,CAMP POHAKULOA,BRADSHAW ARMY AIRFIELD,PR,6190.20019531,HAWAIIAN ISLANDS,,Y,,126.3,N,Y
4593,POINT (-159.44026055563367 21.94242138926141),AIRPORT,HNL,HAWAII,KAUAI,PUHI,HAIKU AIRSTRIP,PR,385,HAWAIIAN ISLANDS,,N,,,N,N
4594,POINT (-159.42720388883035 21.965752500099992),AIRPORT,HNL,HAWAII,KAUAI,PUHI,HI 23 AIRSTRIP,PR,E,,2061992,,N,,,
4595,POINT (-155.25972305601263 19.43308666710758),HELIPORT,HNL,HAWAII,HAWAII,VOLCANO VILLAGE,RAINSHED,PR,4000,HAWAIIAN ISLANDS,,N,,,,Y
4596,POINT (-158.03783333298387 21.481444443989055),AIRPORT,HNL,HAWAII,HONOLULU,WAHIAWA,WHEELER AAF,PR,843.29998779,HAWAIIAN ISLANDS,,Y,,126.3,N,Y
4597,POINT (-155.8638838891312 19.91361638916616),HELIPORT,HNL,HAWAII,HAWAII,WAIKOLOA VILLAGE,WAIKOLOA,PR,109,HAWAIIAN ISLANDS,,N,123.05,,Y,Y
4598,POINT (-156.4903055562003 20.885249999587987),HELIPORT,NONE,HAWAII,MAUI,WAILUKU,MAUI MEMORIAL MEDICAL,PR,156,HAWAIIAN ISLANDS,,N,,,,Y
4599,POINT (-93.03341666674048 42.547444444313086),AIRPORT,NONE,IOWA,HARDIN,ACKLEY,ACKLEY MUNI,PU,1070,OMAHA,,N,,122.9,N,Y
4600,POINT (-94.61617777842395 41.605199999862414),AIRPORT,NONE,IOWA,GUTHRIE,ADAIR,STAGECOACH,PR,1395,OMAHA,,N,,,,Y
4601,POINT (-92.76569444408545 40.996277778312304),AIRPORT,NONE,IOWA,MONROE,ALBIA,ALBIA MUNI,PU,963.70001221,CHICAGO,,N,122.8,122.8,N,Y
4602,POINT (-92.79770000011712 41.043058333333235),HELIPORT,NONE,IOWA,MONROE,ALBIA,MONROE COUNTY HOSPITAL,PR,957,CHICAGO,,N,,,,Y
4603,POINT (-94.27194444401927 43.07791666695719),AIRPORT,NONE,IOWA,KOSSUTH,ALGONA,ALGONA MUNI,PU,1216,OMAHA,100LLA,N,122.8,122.8,N,Y
4604,POINT (-92.80436111125512 42.76386527782435),AIRPORT,NONE,IOWA,BUTLER,ALLISON,ALLISON MUNI,PU,1053,CHICAGO,,N,,122.9,N,Y
4605,POINT (-91.86477222206196 41.79358333281009),AIRPORT,NONE,IOWA,IOWA,AMANA,AMANA,PU,712,CHICAGO,,N,,122.9,N,Y
4606,POINT (-93.62182083328162 41.99204361124032),AIRPORT,NONE,IOWA,STORY,AMES,AMES MUNI,PU,955.59997559,OMAHA,100  A,N,122.7,122.7,N,Y
4607,POINT (-91.26186666687364 42.10097777801396),HELIPORT,NONE,IOWA,JONES,ANAMOSA,JONES RGNL MEDICAL CENTER,PR,838,CHICAGO,,N,,,,Y
4608,POINT (-94.77013763916236 41.439911111179796),AIRPORT,NONE,IOWA,CASS,ANITA,ANITA MUNI-KEVIN BURKE MEMORIAL FIELD,PU,1251,OMAHA,,N,,122.9,N,Y
4609,POINT (-93.56660527798039 41.75582111083894),AIRPORT,NONE,IOWA,POLK,ANKENY,TODD FIELD,PR,965,OMAHA,,N,,,N,Y
4610,POINT (-93.56634913864848 41.691346805888436),AIRPORT,NONE,IOWA,POLK,ANKENY,ANKENY RGNL,PU,909.90002441,OMAHA,100LLA,N,,122.9,,Y
4611,POINT (-95.04874999966619 41.40383333304289),AIRPORT,NONE,IOWA,CASS,ATLANTIC,ATLANTIC MUNI,PU,1164.90002441,OMAHA,100LLA,N,122.7,122.7,N,Y
