OBJECTID,the_geom,Fac_Type,Field_Office,State_Name,County,City,Fac_Name,Fac_Use,Elevation,Sectional_,Fuel_Types,Atc_Tower,Unicom,Ctaf,Landing_Fee,Wind_Indic
4612,POINT (-94.99000555560343 41.400436111242335),HELIPORT,NONE,IOWA,CASS,ATLANTIC,CASS COUNTY MEMORIAL HOSPITAL,PR,1250,OMAHA,,N,,,,Y
4613,POINT (-94.920444444204 41.70152777772111),AIRPORT,NONE,IOWA,AUDUBON,AUDUBON,AUDUBON COUNTY,PU,1287.69995117,OMAHA,100LLA,N,122.8,122.8,N,Y
4614,POINT (-94.93770000013862 41.714836110744635),HELIPORT,NONE,IOWA,AUDUBON,AUDUBON,AUDUBON COUNTY MEMORIAL HOSPITAL,PR,1320,OMAHA,,N,,,,Y
4615,POINT (-94.72941333322369 40.63776555604017),AIRPORT,NONE,IOWA,TAYLOR,BEDFORD,BEDFORD MUNI,PU,1201,OMAHA,,N,,122.9,N,Y
4616,POINT (-92.28452777759873 41.87877777802828),AIRPORT,NONE,IOWA,BENTON,BELLE PLAINE,BELLE PLAINE MUNI,PU,771,CHICAGO,100LL,N,,122.9,,Y
4617,POINT (-90.40676666666997 42.2353944438125),AIRPORT,NONE,IOWA,JACKSON,BELLVUE,STELLA,PR,625,CHICAGO,,N,,,,
4618,POINT (-93.59465361055673 42.85274638877328),AIRPORT,NONE,IOWA,WRIGHT,BELMOND,BELMOND MUNI,PU,1201,OMAHA,,N,,122.9,N,Y
4619,POINT (-94.08694166729758 41.95669722230217),AIRPORT,NONE,IOWA,BOONE,BERKLEY,KNIGHT FIELD,PR,989,OMAHA,,N,,,,
4620,POINT (-92.58768944371407 40.977790555708694),AIRPORT,NONE,IOWA,WAPELLO,BLAKESBURG,ANTIQUE AIRFIELD,PR,890,CHICAGO,,N,,,N,Y
4621,POINT (-92.41505277817552 40.75945555621488),HELIPORT,NONE,IOWA,DAVIS,BLOOMFIELD,DAVIS COUNTY HOSPITAL,PR,890,,,N,,,,Y
4622,POINT (-92.42826888875521 40.73210555628045),AIRPORT,NONE,IOWA,DAVIS,BLOOMFIELD,BLOOMFIELD MUNI,PU,888,CHICAGO,100LL,N,122.8,122.8,N,Y
4623,POINT (-93.84761111062555 42.049555556021865),AIRPORT,NONE,IOWA,BOONE,BOONE,BOONE MUNI,PU,1160.30004883,OMAHA,100LLA    MOGAS,N,123,123,N,Y
4624,POINT (-93.87647500029217 42.05628333300147),HELIPORT,NONE,IOWA,BOONE,BOONE,BOONE COUNTY HOSPITAL,PR,1160,,,N,,,,Y
4625,POINT (-92.40935138935781 41.74583166714555),AIRPORT,NONE,IOWA,POWESHIEK,BROOKLYN,SKYDIVE IOWA,PR,820,CHICAGO,,N,,,Y,Y
4626,POINT (-93.83578138888845 43.425788611074395),AIRPORT,NONE,IOWA,WINNEBAGO,BUFFALO CENTER,FRIESENBORG & LARSON,PR,1220,OMAHA,,N,,,N,Y
4627,POINT (-91.12550000015764 40.783222222021934),AIRPORT,NONE,IOWA,DES MOINES,BURLINGTON,SOUTHEAST IOWA RGNL,PU,697.79998779,CHICAGO,100LLA,N,123,123,N,Y
4628,POINT (-91.16329999969066 40.87398333332089),AIRPORT,NONE,IOWA,DES MOINES,BURLINGTON,DIEWOLD,PR,700,CHICAGO,,N,,,,
4629,POINT (-94.78869444431189 42.04666666731409),AIRPORT,NONE,IOWA,CARROLL,CARROLL,ARTHUR N NEU,PU,1203.69995117,OMAHA,100LLA,N,122.8,122.8,N,Y
4630,POINT (-94.86725833314823 42.05593888901737),HELIPORT,NONE,IOWA,CARROLL,CARROLL,ST ANTHONY RGNL HOSPITAL,PR,1300,OMAHA,,N,,,,Y
4631,POINT (-95.47666666691414 41.25583333316194),AIRPORT,NONE,IOWA,POTTAWATTAMIE,CARSON,VOLKENS FIELD,PR,1275,OMAHA,,N,,,,Y
4632,POINT (-92.49518972217723 42.47192888899454),AIRPORT,NONE,IOWA,BLACK HAWK,CEDAR FALLS,WITCOMBE FIELD,PR,1000,CHICAGO,,N,,,,
4633,POINT (-92.51981111130206 42.5158055557328),AIRPORT,NONE,IOWA,BLACK HAWK,CEDAR FALLS,ISLEY FIELD,PR,982,CHICAGO,,N,,,N,Y
4634,POINT (-91.66156111106248 41.98507777809089),HELIPORT,NONE,IOWA,LINN,CEDAR RAPIDS,ST LUKES HOSPITAL EMERGENCY,PR,759,CHICAGO,,N,,,N,Y
4635,POINT (-91.65661944365021 41.97781111119608),HELIPORT,NONE,IOWA,LINN,CEDAR RAPIDS,MERCY HOSPITAL,PR,850,CHICAGO,,N,,,N,Y
4636,POINT (-91.71079861081152 41.88468858325885),AIRPORT,NONE,IOWA,LINN,CEDAR RAPIDS,THE EASTERN IOWA,PU,869.40002441,CHICAGO,100LLA,Y,122.95,118.7,N,Y
4637,POINT (-91.75100000023676 42.22799999982573),AIRPORT,NONE,IOWA,LINN,CENTER POINT,HANNEN,PR,925,CHICAGO,,N,,,,Y
4638,POINT (-92.90100000012659 40.684416667012634),AIRPORT,NONE,IOWA,APPANOOSE,CENTERVILLE,CENTERVILLE MUNI,PU,1023.09997559,CHICAGO,100LLA    MOGAS,N,122.8,122.8,N,Y
4639,POINT (-92.85684444421295 40.75642499990889),HELIPORT,NONE,IOWA,APPANOOSE,CENTERVILLE,MERCY MEDICAL CENTER - CENTERVILLE,PR,957,CHICAGO,,N,,,,Y
4640,POINT (-93.35966666699824 41.01961111086808),AIRPORT,NONE,IOWA,LUCAS,CHARITON,CHARITON MUNI,PU,1050.5,OMAHA,100LL,N,122.8,122.8,N,Y
4641,POINT (-93.30243138901955 41.027499443963514),HELIPORT,NONE,IOWA,LUCAS,CHARITON,LUCAS COUNTY HEALTH CENTER,PR,1049,OMAHA,,N,,,,
4642,POINT (-92.61080919373862 43.072503750160514),AIRPORT,NONE,IOWA,FLOYD,CHARLES CITY,NORTHEAST IOWA RGNL,PU,1125.19995117,CHICAGO,100LLA,N,122.8,122.8,N,Y
4643,POINT (-92.68417222155884 43.05104444426498),HELIPORT,NONE,IOWA,FLOYD,CHARLES CITY,FLOYD COUNTY MEMORIAL HOSPITAL,PR,1146,CHICAGO,,N,,,N,Y
4644,POINT (-95.55605555593101 42.731388889147375),AIRPORT,NONE,IOWA,CHEROKEE,CHEROKEE,CHEROKEE COUNTY RGNL,PU,1226.40002441,OMAHA,100LLA,N,122.8,122.8,N,Y
4645,POINT (-95.54823611125158 42.76009444403838),HELIPORT,NONE,IOWA,CHEROKEE,CHEROKEE,CHEROKEE REGIONAL MEDICAL CENTER,PR,900,OMAHA,,N,,,,Y
4646,POINT (-95.0266111111172 40.72219444403075),AIRPORT,NONE,IOWA,PAGE,CLARINDA,SCHENCK FIELD,PU,995.79998779,OMAHA,100LLA,N,122.8,122.8,N,Y
4647,POINT (-93.7590555564297 42.74047222208274),AIRPORT,NONE,IOWA,WRIGHT,CLARION,CLARION MUNI,PU,1156.59997559,OMAHA,100LLA,N,122.8,122.8,N,Y
4648,POINT (-93.73442222240652 42.72112777776315),HELIPORT,NONE,IOWA,WRIGHT,CLARION,IOWA SPECIALITY HOSPITAL,PR,1162,OMAHA,,N,,,,Y
4649,POINT (-90.32897222170544 41.830750000303105),AIRPORT,NONE,IOWA,CLINTON,CLINTON,CLINTON MUNI,PU,707.70001221,CHICAGO,100LLA,N,122.8,122.8,N,Y
4650,POINT (-90.19033333295359 41.86088333316941),HELIPORT,NONE,IOWA,CLINTON,CLINTON,MERCY MEDICAL CENTER - CLINTON,PR,708,CHICAGO,,N,,,,Y
4651,POINT (-94.77722777759519 41.880819443897316),AIRPORT,NONE,IOWA,CARROLL,COON RAPIDS,STANGL,PR,1230,OMAHA,,N,122.8,,,Y
4652,POINT (-94.75502972240835 40.994124999963724),AIRPORT,NONE,IOWA,ADAMS,CORNING,CORNING MUNI,PU,1274,OMAHA,100LL,N,,122.9,N,Y
4653,POINT (-94.03590277770589 42.97369444381958),AIRPORT,MSP,IOWA,KOSSUTH,CORWITH,BESCH,PR,1165,OMAHA,,N,,,,N
4654,POINT (-93.24033611126774 40.75622777798538),AIRPORT,NONE,IOWA,WAYNE,CORYDON,CORYDON,PU,1045,OMAHA,MOGAS,N,122.8,122.8,N,Y
4655,POINT (-93.31053333319457 40.75398055619013),HELIPORT,NONE,IOWA,WAYNE,CORYDON,WAYNE COUNTY HOSPITAL,PR,1093,OMAHA,,N,,,,Y
4656,POINT (-93.40150277823815 40.75683333295876),AIRPORT,NONE,IOWA,WAYNE,CORYDON,WELLS FIELD,PR,1092,OMAHA,MOGAS,N,,,,Y
4657,POINT (-95.75863888917567 41.26011111116638),AIRPORT,NONE,IOWA,POTTAWATTAMIE,COUNCIL BLUFFS,COUNCIL BLUFFS MUNI,PU,1244.80004883,OMAHA,100LLA,N,122.8,122.8,N,Y
4658,POINT (-95.90417888926503 41.18722083266208),AIRPORT,NONE,IOWA,POTTAWATTAMIE,COUNCIL BLUFFS,RUCKL,PR,970,OMAHA,,N,,,,N
4659,POINT (-95.8344916669761 41.269447221801364),HELIPORT,NONE,IOWA,POTTAWATTAMIE,COUNCIL BLUFFS,JENNIE EDMUNDSON HOSPITAL,PR,1000,OMAHA,,N,,,,
4660,POINT (-95.84844999977953 41.35747499972674),AIRPORT,NONE,IOWA,POTTAWATTAMIE,CRESCENT,KELLEY,PR,1129,OMAHA,,N,,,,
4661,POINT (-92.13308305592544 43.36530138897429),AIRPORT,NONE,IOWA,HOWARD,CRESCO,ELLEN CHURCH FIELD,PU,1279,CHICAGO,,N,122.8,122.8,N,Y
4662,POINT (-94.36330555632337 41.02144444412174),AIRPORT,NONE,IOWA,UNION,CRESTON,CRESTON MUNI,PU,1299.69995117,OMAHA,100LLA,N,122.8,122.8,N,Y
4663,POINT (-94.38319166687083 41.06889444406309),HELIPORT,NONE,IOWA,UNION,CRESTON,GREATER COMMUNITY HOSPITAL,PR,1291,OMAHA,,N,,,,Y
4664,POINT (-94.39468194400814 41.05554444413534),ULTRALIGHT,NONE,IOWA,UNION,CRESTON,WALLACE FIELD,PR,1290,OMAHA,MOGAS,N,,,,Y
4665,POINT (-93.80103333288824 41.52226666670913),AIRPORT,NONE,IOWA,DALLAS,CUMMING,HOBBES FIELD,PR,850,OMAHA,,N,,,,
4666,POINT (-93.77077527766363 43.19079222207616),AIRPORT,NONE,IOWA,HANCOCK,CRYSTAL LAKE,SOUTH 80 FIELD,PR,1210,OMAHA,,N,,,N,Y
4667,POINT (-94.0202313890967 41.6794316671929),AIRPORT,NONE,IOWA,DALLAS,DALLAS CENTER,HUSBAND FIELD,PR,1010,OMAHA,,N,,,N,Y
4668,POINT (-90.5883611112362 41.61027777791552),AIRPORT,NONE,IOWA,SCOTT,DAVENPORT,DAVENPORT MUNI,PU,750.5,CHICAGO,100LLA,N,123,123,N,Y
4669,POINT (-90.59369444411232 41.544897221790045),HELIPORT,NONE,IOWA,SCOTT,DAVENPORT,GENESIS MEDICAL CENTER WEST CAMPUS,PR,169,CHICAGO,,N,,,N,N
4670,POINT (-90.55595555606978 41.54256666690023),HELIPORT,NONE,IOWA,SCOTT,DAVENPORT,GENESIS MEDICAL CENTER EAST CAMPUS,PR,673,CHICAGO,,N,,,N,Y
4671,POINT (-91.73938888891395 43.275499999907034),AIRPORT,NONE,IOWA,WINNESHIEK,DECORAH,DECORAH MUNI,PU,1157.5,CHICAGO,100LLA,N,122.8,122.8,N,Y
4672,POINT (-91.7745472216741 43.294133333242435),HELIPORT,NONE,IOWA,WINNESHIEK,DECORAH,WINNESHIEK  MEDICAL CENTER,PR,892,CHICAGO,,N,,,,Y
4673,POINT (-95.38049999992967 41.98658333284229),AIRPORT,NONE,IOWA,CRAWFORD,DENISON,DENISON MUNI,PU,1274,OMAHA,100LLA,N,122.8,122.8,N,Y
4674,POINT (-93.66307194364222 41.533972778223216),AIRPORT,NONE,IOWA,POLK,DES MOINES,DES MOINES INTL,PU,957.90002441,OMAHA,100LLA,Y,122.95,,N,Y
4675,POINT (-93.6405555560614 41.61666666690406),HELIPORT,NONE,IOWA,POLK,DES MOINES,BROADLAWNS MEDICAL CENTER,PR,877,OMAHA,,N,,,,Y
4676,POINT (-93.63358333318769 41.58965277803625),HELIPORT,NONE,IOWA,POLK,DES MOINES,IOWA METHODIST MEDICAL CENTER,PR,990,OMAHA,,N,123.05,,N,Y
4677,POINT (-93.62427777768598 41.59943888869974),HELIPORT,NONE,IOWA,POLK,DES MOINES,MERCY HOSPITAL MEDICAL CENTER PRIVATE,PR,933,OMAHA,,N,,,N,Y
4678,POINT (-93.61086944380514 41.601897221755976),HELIPORT,NONE,IOWA,POLK,DES MOINES,IOWA LUTHERAN HOSPITAL LIFE FLIGHT,PR,856,CHICAGO,,N,,,N,Y
4679,POINT (-93.6411236111212 41.65431527828611),AIRPORT,NONE,IOWA,POLK,DES MOINES,MORNINGSTAR FIELD,PU,805,OMAHA,,N,,122.9,N,Y
4680,POINT (-91.56736527774274 43.43886055593501),HELIPORT,NONE,IOWA,ALLAMAKEE,DORCHESTER,CAMP TAHIGWA LANDING SITE,PR,760,CHICAGO,,N,,,N,N
4681,POINT (-90.84318333327349 42.50222222192053),AIRPORT,NONE,IOWA,ADAIR,DUBUQUE,ANDERSON,PR,1135,CHICAGO,,N,,,,
4682,POINT (-90.67586388932644 42.491649999983),HELIPORT,NONE,IOWA,DUBUQUE,DUBUQUE,MERCYONE DUBUQUE MEDICAL CENTER,PR,1050,CHICAGO,,N,,,N,Y
4683,POINT (-90.68601388904298 42.49691111080743),HELIPORT,NONE,IOWA,DUBUQUE,DUBUQUE,FINLEY HOSPITAL,PR,900,CHICAGO,,N,,,N,Y
4684,POINT (-90.70947222218295 42.40199999975576),AIRPORT,NONE,IOWA,DUBUQUE,DUBUQUE,DUBUQUE RGNL,PU,1076.5,CHICAGO,100LLA1+,Y,122.95,119.5,N,Y
4685,POINT (-91.17985888876626 42.49610527799995),AIRPORT,NONE,IOWA,DELAWARE,DYERSVILLE,DYERSVILLE AREA,PU,980,CHICAGO,,N,,122.9,,Y
4686,POINT (-93.91611111135015 42.70991666709348),AIRPORT,NONE,IOWA,WRIGHT,EAGLE GROVE,EAGLE GROVE MUNI,PU,1132.30004883,OMAHA,100LL,N,122.8,122.8,N,Y
4687,POINT (-92.77797499972094 41.216566666737144),AIRPORT,NONE,IOWA,MAHASKA,EDDYVILLE,COURTNEY'S LANDING,PR,835,CHICAGO,,N,,,,
4688,POINT (-93.11431388910313 42.32995277812488),AIRPORT,NONE,IOWA,HARDIN,ELDORA,ELDORA,PU,979,OMAHA,,N,,122.9,,Y
4689,POINT (-91.38216666739079 42.847249999995924),AIRPORT,NONE,IOWA,CLAYTON,ELKADER,ELKADER,PU,932,CHICAGO,,N,,122.9,N,Y
4690,POINT (-91.41514166731076 42.8601027776772),HELIPORT,NONE,IOWA,CLAYTON,ELKADER,MERCYONE ELKADER MEDICAL CENTER,PR,774,CHICAGO,,N,,,N,Y
4691,POINT (-94.70452777831987 43.10205555571603),AIRPORT,NONE,IOWA,PALO ALTO,EMMETSBURG,EMMETSBURG MUNI,PU,1206.09997559,OMAHA,100LL,N,122.8,122.8,N,Y
4692,POINT (-94.69247777799701 43.12068888879422),HELIPORT,NONE,IOWA,PALO ALTO,EMMETSBURG,PALO ALTO COUNTY HOSPITAL,PR,1210,OMAHA,,N,,,,
4693,POINT (-94.74638888877584 43.40747222229989),AIRPORT,NONE,IOWA,EMMET,ESTHERVILLE,ESTHERVILLE MUNI,PU,1318.80004883,OMAHA,100LLA+,N,122.8,122.8,N,Y
4694,POINT (-91.98082180608307 41.05571983311194),AIRPORT,NONE,IOWA,JEFFERSON,FAIRFIELD,FAIRFIELD MUNI,PU,800.90002441,CHICAGO,100LLA,N,122.7,122.7,N,Y
4695,POINT (-91.95208888898826 41.00397499985759),HELIPORT,NONE,IOWA,JEFFERSON,FAIRFIELD,JEFFERSON COUNTY HEALTH CENTER,PR,768,CHICAGO,,N,,,,Y
4696,POINT (-93.37937583279091 41.780543333179914),AIRPORT,NONE,IOWA,POLK,FARRAR,FARRAR,PR,916,OMAHA,,N,,,,Y
4697,POINT (-93.62410394379701 43.23475691668643),AIRPORT,NONE,IOWA,HANCOCK,FOREST CITY,FOREST CITY MUNI,PU,1229.19995117,OMAHA,100LL,N,122.8,122.8,N,Y
4698,POINT (-94.19183333287017 42.55119444419064),AIRPORT,NONE,IOWA,WEBSTER,FORT DODGE,FORT DODGE RGNL,PU,1156.30004883,OMAHA,100LLA,N,123,123,N,Y
4699,POINT (-94.19298888882074 42.492916667038465),HELIPORT,NONE,IOWA,WEBSTER,FORT DODGE,TRINITY RGNL MEDICAL CENTER,PR,1000,OMAHA,,N,,,,Y
4700,POINT (-91.3277500000414 40.65911111104825),AIRPORT,NONE,IOWA,LEE,FORT MADISON,FORT MADISON MUNI,PU,721.79998779,CHICAGO,100LL,N,122.8,122.8,N,Y
4701,POINT (-94.44516666739261 41.32722222169075),AIRPORT,NONE,IOWA,ADAIR,GREENFIELD,GREENFIELD MUNI,PU,1363.59997559,OMAHA,100LL,N,,122.9,N,Y
4702,POINT (-94.45099999986094 41.303972222070726),HELIPORT,NONE,IOWA,ADAIR,GREENFIELD,ADAIR COUNTY MEMORIAL HOSPITAL,PR,1310,,,N,,,,
4703,POINT (-92.73468055626225 41.74222499970379),HELIPORT,NONE,IOWA,POWESHIEK,GRINNELL,GRINNELL RGNL MEDICAL CENTER,PR,18,,,N,,,,
4704,POINT (-92.73597222224971 41.709888888753326),AIRPORT,NONE,IOWA,POWESHIEK,GRINNELL,GRINNELL RGNL,PU,1008.40002441,CHICAGO,100LLA,N,122.8,122.8,,Y
4705,POINT (-92.76297222178782 42.35958333323329),HELIPORT,NONE,IOWA,ADAIR,GRUNDY CENTER,GRUNDY CO. MEMORIAL HOSPITAL,PR,1028,CHICAGO,,N,,,,Y
4706,POINT (-92.84353305561928 42.350816388688536),AIRPORT,NONE,IOWA,GRUNDY,GRUNDY CENTER,GRUNDY CENTER MUNI,PU,1075,CHICAGO,,N,,122.9,N,Y
4707,POINT (-94.4350555557447 41.68697222178836),AIRPORT,NONE,IOWA,GUTHRIE,GUTHRIE CENTER,GUTHRIE COUNTY RGNL,PU,1220.5,OMAHA,100LL,N,122.8,122.8,,Y
4708,POINT (-91.0981844440198 42.8088780557013),AIRPORT,NONE,IOWA,CLAYTON,GUTTENBERG,GAA PRIVATE,PR,620,CHICAGO,,N,,,N,Y
4709,POINT (-91.09994166729315 42.78603333283494),HELIPORT,NONE,IOWA,CLAYTON,GUTTENBERG,GUTTENBERG MUNI HOSP,PR,655,CHICAGO,,N,,,,
4710,POINT (-95.6511916666384 40.62101666700292),HELIPORT,NONE,IOWA,FREMONT,HAMBURG,GRAPE COMMUNITY HOSPITAL,PR,961,OMAHA,,N,,,N,Y
4711,POINT (-93.2460352776534 42.7666388889988),AIRPORT,NONE,IOWA,FRANKLIN,HAMPTON,BEEDS LAKE,PR,1148,OMAHA,,N,,,N,N
4712,POINT (-93.2263333334173 42.72369444369171),AIRPORT,NONE,IOWA,FRANKLIN,HAMPTON,HAMPTON MUNI,PU,1176.30004883,OMAHA,100LLA,N,122.7,122.7,N,Y
4713,POINT (-95.3396944440685 41.58436111066497),AIRPORT,NONE,IOWA,SHELBY,HARLAN,HARLAN MUNI,PU,1231,OMAHA,100LLA,N,122.8,122.8,N,Y
4714,POINT (-95.3258583333477 41.64706666720648),HELIPORT,NONE,IOWA,SHELBY,HARLAN,MYRTUE MEMORIAL HOSPITAL,PR,1231,OMAHA,,N,,,,Y
4715,POINT (-92.51339166673844 42.349872222301705),AIRPORT,NONE,IOWA,BLACK HAWK,HUDSON,KOCH FIELD,PR,988,CHICAGO,,N,,,,Y
4716,POINT (-92.41169166686127 42.31372361124175),AIRPORT,NONE,IOWA,BLACK HAWK,HUDSON,RITEL COPTER AIRSTRIP,PR,982,CHICAGO,,N,,,,
4717,POINT (-94.24547222177857 42.734861110923276),AIRPORT,NONE,IOWA,HUMBOLDT,HUMBOLDT,HUMBOLDT MUNI,PU,1098.30004883,OMAHA,100LL,N,122.8,122.8,N,Y
4718,POINT (-94.23111944412379 42.733027778115606),HELIPORT,NONE,IOWA,HUMBOLDT,HUMBOLDT,HUMBOLDT COUNTY MEMORIAL HOSPITAL,PR,1102,,,N,,,,Y
4719,POINT (-93.54271583255577 40.84389166683032),AIRPORT,NONE,IOWA,WAYNE,HUMESTON,WATKINS PRIVATE,PR,1095,OMAHA,,N,,,,Y
4720,POINT (-95.46066111130746 42.33915833305011),HELIPORT,NONE,IOWA,IDA,IDA GROVE,HORN MEMORIAL HOSPITAL,PR,1325,OMAHA,,N,,,,Y
4721,POINT (-95.44488777828656 42.332597778087596),AIRPORT,NONE,IOWA,IDA,IDA GROVE,IDA GROVE MUNI,PU,1245,OMAHA,,N,122.8,122.8,N,Y
4722,POINT (-91.94766666699915 42.45688888908667),AIRPORT,NONE,IOWA,BUCHANAN,INDEPENDENCE,JAMES H CONNELL FLD AT INDEPENDENCE MUNI,PU,979,CHICAGO,100LLA,N,122.8,122.8,N,Y
4723,POINT (-93.5093805561046 41.26666138887573),AIRPORT,NONE,IOWA,WARREN,INDIANOLA,HEDGEWOOD LANDING,PR,990,OMAHA,,N,,,,
4724,POINT (-93.54049277801039 41.435130000006986),AIRPORT,NONE,IOWA,WARREN,INDIANOLA,TUINSTRA AIRFIELD,PR,900,,,N,,,,Y
4725,POINT (-93.56749027843537 41.303852778233235),AIRPORT,NONE,IOWA,WARREN,INDIANOLA,NASH FIELD INDIANOLA,PU,991,OMAHA,,N,,122.9,N,Y
4726,POINT (-93.555472222204 41.368547222298304),HELIPORT,NONE,IOWA,WARREN,INDIANOLA,INDIANOLA,PR,950,OMAHA,,N,,,,Y
4727,POINT (-93.6654952775802 41.293882222231744),AIRPORT,NONE,IOWA,WARREN,INDIANOLA,TOO SHORT,PR,980,OMAHA,,N,,,,Y
4728,POINT (-93.56132666687812 41.41526944383832),AIRPORT,NONE,IOWA,WARREN,INDIANOLA,LAVERTY FLD,PR,950,OMAHA,,N,,,N,Y
4729,POINT (-91.54813888904162 41.63977777823017),AIRPORT,NONE,IOWA,JOHNSON,IOWA CITY,IOWA CITY MUNI,PU,683.59997559,CHICAGO,100LLA,N,122.8,122.8,N,Y
4730,POINT (-91.50016888880226 41.70834916689579),AIRPORT,NONE,IOWA,JOHNSON,IOWA CITY,PICAYUNE,PR,800,CHICAGO,,N,,,N,Y
4731,POINT (-91.54750000002504 41.65988611112303),HELIPORT,NONE,IOWA,JOHNSON,IOWA CITY,UNIVERSITY OF IOWA HOSPITALS & CLINIC,PR,840,CHICAGO,,N,123.05,,N,Y
4732,POINT (-91.60733055577533 41.70466944413626),HELIPORT,NONE,IOWA,JOHNSON,IOWA CITY,UNIVERSITY OF IOWA HOSPITALS & CLINIC NO2,PR,790,CHICAGO,,N,123.05,,,Y
4733,POINT (-91.52236388881882 41.69339999983981),HELIPORT,NONE,IOWA,JOHNSON,IOWA CITY,BLACKBERRY RIDGE,PR,713,CHICAGO,,N,,,,
4734,POINT (-93.27071944374524 42.47135833267684),AIRPORT,NONE,IOWA,HARDIN,IOWA FALLS,IOWA FALLS MUNI,PU,1136.80004883,OMAHA,100LLA,N,122.8,122.8,N,Y
4735,POINT (-92.50129833258455 42.62303777791604),AIRPORT,NONE,IOWA,BLACK HAWK,JANESVILLE,BLUEBIRD,PR,924,CHICAGO,,N,,,N,Y
4736,POINT (-94.3423611108953 42.01058333323785),AIRPORT,NONE,IOWA,GREENE,JEFFERSON,JEFFERSON MUNI,PU,1043.5,OMAHA,100LL,N,122.8,122.8,N,Y
4737,POINT (-94.38968888936837 42.01647777832994),HELIPORT,NONE,IOWA,GREENE,JEFFERSON,GREENE COUNTY MEDICAL CENTER,PR,1050,OMAHA,,N,,,N,Y
4738,POINT (-93.64972222213872 42.260277777882735),AIRPORT,NONE,IOWA,HAMILTON,JEWELL,LUND,PR,1063,OMAHA,,N,,,,
4739,POINT (-91.42850111128057 40.45990777780454),AIRPORT,NONE,IOWA,LEE,KEOKUK,KEOKUK MUNI,PU,671.90002441,CHICAGO,100LLA,N,122.8,122.8,N,Y
4740,POINT (-91.38795833330128 40.40719444370142),HELIPORT,NONE,IOWA,LEE,KEOKUK,KAH,PR,617,KANSAS CITY,,N,,,,Y
4741,POINT (-91.94878305640334 40.73475000033545),AIRPORT,NONE,IOWA,VAN BUREN,KEOSAUQUA,KEOSAUQUA MUNI,PU,580,CHICAGO,,N,,122.9,N,Y
4742,POINT (-92.03082222164674 40.7514513887471),AIRPORT,NONE,IOWA,VAN BUREN,KEOSAUQUA,OLDFIELD AERO,PR,750,,100LL,N,123,,,Y
4743,POINT (-93.11374277797472 41.299096917330864),AIRPORT,NONE,IOWA,MARION,KNOXVILLE,KNOXVILLE MUNI,PU,928.29998779,OMAHA,100LLA,N,122.8,122.8,N,Y
4744,POINT (-93.11173888900244 41.31154722169078),HELIPORT,NONE,IOWA,MARION,KNOXVILLE,KNOXVILLE AREA COMMUNITY HOSPITAL,PR,927,CHICAGO,,N,,,N,Y
4745,POINT (-94.73359249984297 42.26998250007874),HELIPORT,NONE,IOWA,CALHOUN,LAKE CITY,STEWART MEMORIAL HOSPITAL,PR,1243,OMAHA,,N,,,N,N
4746,POINT (-93.5117500001087 43.41366666712999),AIRPORT,NONE,IOWA,WINNEBAGO,LAKE MILLS,LAKE MILLS MUNI,PU,1260,OMAHA,,N,,122.9,N,Y
4747,POINT (-93.96078249966286 40.65138694412912),ULTRALIGHT,NONE,IOWA,DECATUR,LAMONI,SOLLY'S STRIP,PR,1150,KANSAS CITY,,N,,,,
4748,POINT (-93.90217027772846 40.63333305625918),AIRPORT,NONE,IOWA,DECATUR,LAMONI,LAMONI MUNI,PU,1131,CHICAGO,100LL,N,,122.9,N,Y
4749,POINT (-92.28351861110686 42.31665694400395),AIRPORT,NONE,IOWA,BLACK HAWK,LA PORTE CITY,NICHOLS,PR,950,CHICAGO,,N,,,N,Y
4750,POINT (-96.40254583295709 43.44959583317455),AIRPORT,NONE,IOWA,LYON,LARCHWOOD,ZANGGER VINTAGE AIRPARK,PU,1476,OMAHA,,N,,122.9,N,Y
4751,POINT (-96.20030138915335 42.48332583308159),AIRPORT,NONE,IOWA,WOODBURY,LAWTON,LAWTON,PR,1235,OMAHA,,N,,,N,Y
4752,POINT (-96.19369444373204 42.77794444431618),AIRPORT,NONE,IOWA,PLYMOUTH,LE MARS,LE MARS MUNI,PU,1197.09997559,OMAHA,100LLA+,N,122.8,122.8,N,Y
4753,POINT (-96.1377972216404 42.8005444439301),AIRPORT,NONE,IOWA,PLYMOUTH,LEMARS,PLUEGER AIRFIELD,PR,1245,OMAHA,,N,,,,
4754,POINT (-93.74563611128711 40.7515138887922),HELIPORT,NONE,IOWA,DECATUR,LEON,DECATUR COUNTY HOSPITAL,PR,1100,OMAHA,,N,,,,Y
4755,POINT (-94.16749027775298 42.95511250027303),AIRPORT,NONE,IOWA,KOSSUTH,LIVERMORE,KOHLHAAS,PR,1155,OMAHA,100,N,,,N,Y
4756,POINT (-91.74417222196915 40.99035555586657),AIRPORT,NONE,IOWA,JEFFERSON,LOCKRIDGE,R S  AUTO,PR,770,CHICAGO,,N,,,,
4757,POINT (-94.55166666676844 42.27805555598278),AIRPORT,NONE,IOWA,CALHOUN,LOHRVILLE,RIEDESEL PRIVATE,PR,1150,OMAHA,,N,,,,
4758,POINT (-91.49787361060632 42.490495833300024),AIRPORT,NONE,IOWA,DELAWARE,MANCHESTER,MANCHESTER MUNI,PU,987,CHICAGO,100LL,N,,122.9,N,Y
